candidate_key,required_modules,object_type,local_expression,local_operation,source_primitives,within_reducer,across_reducer,unit,outer_transform,numeric_family_id,is_family_representative,feature_id,grid_dependent,max_grid_spread_pct_of_full_range,grid_stable
sn_i_bond|sq(h)|within=top2_deviation|across=median,A,sn_i_bond,sq(h),sq,h,top2_deviation,median,1,identity,414a6e473e92,True,f002129,True,2.11192802468668,True
sn_i_bond|sq(h)|within=top2_deviation|across=max,A,sn_i_bond,sq(h),sq,h,top2_deviation,max,1,identity,57e992941e0c,True,f002130,True,1.89966085438535,True
sn_i_bond|sq(h)|within=top2_deviation|across=range,A,sn_i_bond,sq(h),sq,h,top2_deviation,range,1,identity,78979b33ceb9,True,f002131,True,1.86889683406337,True
sn_i_bond|sq(h)|within=top2_deviation|across=site_cv,A,sn_i_bond,sq(h),sq,h,top2_deviation,site_cv,1,identity,96342c0b5289,True,f002132,True,0.85793787568381,True
sn_i_bond|sqrt(h)|within=sd|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,sd,mean,1,identity,a9b9f0513fbf,True,f002138,True,0.915977017844696,True
sn_i_bond|sqrt(h)|within=sd|across=median,A,sn_i_bond,sqrt(h),sqrt,h,sd,median,1,identity,5e87cf468aaa,True,f002139,True,0.915957547953611,True
sn_i_bond|sqrt(h)|within=sd|across=max,A,sn_i_bond,sqrt(h),sqrt,h,sd,max,1,identity,0f11e44d1883,True,f002140,True,1.68580030619327,True
sn_i_bond|sqrt(h)|within=sd|across=range,A,sn_i_bond,sqrt(h),sqrt,h,sd,range,1,identity,a30b4733f249,True,f002141,True,4.69774919572712,True
sn_i_bond|sqrt(h)|within=sd|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,sd,site_cv,1,identity,564ceeafb582,True,f002142,True,2.07005119913714,True
sn_i_bond|sqrt(h)|within=cv|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,cv,mean,1,identity,9c54a0a7362c,True,f002143,True,0.955896123715015,True
sn_i_bond|sqrt(h)|within=cv|across=median,A,sn_i_bond,sqrt(h),sqrt,h,cv,median,1,identity,ed0ba49f3e90,True,f002144,True,0.955876325781006,True
sn_i_bond|sqrt(h)|within=cv|across=max,A,sn_i_bond,sqrt(h),sqrt,h,cv,max,1,identity,390662a4a2cd,True,f002145,True,1.76870137826525,True
sn_i_bond|sqrt(h)|within=cv|across=range,A,sn_i_bond,sqrt(h),sqrt,h,cv,range,1,identity,cab10577e8dd,True,f002146,True,4.77617926201723,True
sn_i_bond|sqrt(h)|within=cv|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,cv,site_cv,1,identity,d77d829da056,True,f002147,True,2.09003914526962,True
sn_i_bond|sqrt(h)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,mean,1,identity,8bf6f156cd37,True,f002148,True,2.33464061267458,True
sn_i_bond|sqrt(h)|within=normalized_range|across=median,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,median,1,identity,a3ae73360542,True,f002149,True,2.33433462119289,True
sn_i_bond|sqrt(h)|within=normalized_range|across=max,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,max,1,identity,253e31a5f228,True,f002150,True,2.1118695058897,True
sn_i_bond|sqrt(h)|within=normalized_range|across=range,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,range,1,identity,3cb01b2f7f88,True,f002151,True,2.95436357765859,True
sn_i_bond|sqrt(h)|within=normalized_range|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,normalized_range,site_cv,1,identity,1437dba1ffb2,True,f002152,True,1.4935449889496,True
sn_i_bond|sqrt(h)|within=mad|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,mad,mean,1,identity,36ba0fd29d93,True,f002153,True,2.9514025451821,True
sn_i_bond|sqrt(h)|within=mad|across=median,A,sn_i_bond,sqrt(h),sqrt,h,mad,median,1,identity,c38727ac5632,True,f002154,True,2.95651080477359,True
sn_i_bond|sqrt(h)|within=mad|across=max,A,sn_i_bond,sqrt(h),sqrt,h,mad,max,1,identity,63e9ed2a7785,True,f002155,True,2.14205887923279,True
sn_i_bond|sqrt(h)|within=iqr|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,iqr,mean,1,identity,5dca400f01ba,True,f002158,True,2.73528488657062,True
sn_i_bond|sqrt(h)|within=iqr|across=median,A,sn_i_bond,sqrt(h),sqrt,h,iqr,median,1,identity,cfafc0b4136b,True,f002159,True,2.73558536404579,True
sn_i_bond|sqrt(h)|within=iqr|across=max,A,sn_i_bond,sqrt(h),sqrt,h,iqr,max,1,identity,31061e94067f,True,f002160,True,2.46865037140197,True
sn_i_bond|sqrt(h)|within=iqr|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,iqr,site_cv,1,identity,a98d7dab87f9,True,f002162,True,3.55682522145883,True
sn_i_bond|sqrt(h)|within=max|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,max,mean,1,identity,94f2cdb232fe,True,f002168,True,0.731318762984327,True
sn_i_bond|sqrt(h)|within=max|across=median,A,sn_i_bond,sqrt(h),sqrt,h,max,median,1,identity,07aaa742dce6,True,f002169,True,0.730643097127818,True
sn_i_bond|sqrt(h)|within=max|across=max,A,sn_i_bond,sqrt(h),sqrt,h,max,max,1,identity,83386fc27971,True,f002170,True,0.899892834290228,True
sn_i_bond|sqrt(h)|within=max|across=range,A,sn_i_bond,sqrt(h),sqrt,h,max,range,1,identity,7412f217f23f,True,f002171,True,3.47328631293396,True
sn_i_bond|sqrt(h)|within=max|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,max,site_cv,1,identity,b95ea3207593,True,f002172,True,3.55678248746635,True
sn_i_bond|sqrt(h)|within=top2_deviation|across=mean,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,mean,1,identity,f17c26db236e,True,f002173,True,2.31163307651847,True
sn_i_bond|sqrt(h)|within=top2_deviation|across=median,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,median,1,identity,af748cb23114,True,f002174,True,2.31133111258163,True
sn_i_bond|sqrt(h)|within=top2_deviation|across=max,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,max,1,identity,b4b3f933fa65,True,f002175,True,2.09128670767693,True
sn_i_bond|sqrt(h)|within=top2_deviation|across=range,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,range,1,identity,8ebe1710d07d,True,f002176,True,1.76566735126321,True
sn_i_bond|sqrt(h)|within=top2_deviation|across=site_cv,A,sn_i_bond,sqrt(h),sqrt,h,top2_deviation,site_cv,1,identity,c05f258e225c,True,f002177,True,0.816155298228069,True
sn_i_bond|r|within=sd|across=site_cv,A,sn_i_bond,r,identity,r,sd,site_cv,1,identity,ed231f82cf69,True,f003177,True,1.69094193703229,True
sn_i_bond|r|within=cv|across=mean,A,sn_i_bond,r,identity,r,cv,mean,1,identity,ed2353781202,True,f003178,True,2.20956054148318,True
sn_i_bond|r|within=cv|across=median,A,sn_i_bond,r,identity,r,cv,median,1,identity,2f938f853081,True,f003179,True,2.20173774447072,True
sn_i_bond|r|within=cv|across=max,A,sn_i_bond,r,identity,r,cv,max,1,identity,bd415da7320f,True,f003180,True,1.61882085963069,True
sn_i_bond|r|within=cv|across=range,A,sn_i_bond,r,identity,r,cv,range,1,identity,41dc5ff9eb2c,True,f003181,True,3.90679523233117,True
sn_i_bond|r|within=cv|across=site_cv,A,sn_i_bond,r,identity,r,cv,site_cv,1,identity,e95dcea03485,True,f003182,True,1.69360888030834,True
sn_i_bond|r|within=normalized_range|across=mean,A,sn_i_bond,r,identity,r,normalized_range,mean,1,identity,922b8abd9dc9,True,f003183,True,1.56098623979283,True
sn_i_bond|r|within=normalized_range|across=median,A,sn_i_bond,r,identity,r,normalized_range,median,1,identity,9c5ec2b34fe0,True,f003184,True,1.6427897552783,True
sn_i_bond|r|within=normalized_range|across=max,A,sn_i_bond,r,identity,r,normalized_range,max,1,identity,85006d21856f,True,f003185,True,0.881238648466121,True
sn_i_bond|r|within=normalized_range|across=range,A,sn_i_bond,r,identity,r,normalized_range,range,1,identity,3f78a00f36d1,True,f003186,True,4.06841081417221,True
sn_i_bond|r|within=normalized_range|across=site_cv,A,sn_i_bond,r,identity,r,normalized_range,site_cv,1,identity,3ddee056be44,True,f003187,True,2.30617047230839,True
sn_i_bond|r|within=iqr|across=site_cv,A,sn_i_bond,r,identity,r,iqr,site_cv,1,identity,c85ca2f79fb8,True,f003197,True,3.15424211075553,True
sn_i_bond|r|within=top2_deviation|across=site_cv,A,sn_i_bond,r,identity,r,top2_deviation,site_cv,1,identity,7b8a44a97d16,True,f003212,True,2.34219259830837,True
sn_i_bond|inv(r)|within=sd|across=site_cv,A,sn_i_bond,inv(r),inv,r,sd,site_cv,1,identity,441c4d40623c,True,f003222,True,1.65803950828642,True
sn_i_bond|inv(r)|within=cv|across=mean,A,sn_i_bond,inv(r),inv,r,cv,mean,1,identity,bda214f4f810,True,f003223,True,2.22004194655657,True
sn_i_bond|inv(r)|within=cv|across=median,A,sn_i_bond,inv(r),inv,r,cv,median,1,identity,a97f5d52dbcc,True,f003224,True,2.21079951037458,True
sn_i_bond|inv(r)|within=cv|across=max,A,sn_i_bond,inv(r),inv,r,cv,max,1,identity,fe768b6a6cd6,True,f003225,True,1.66567437621923,True
sn_i_bond|inv(r)|within=cv|across=range,A,sn_i_bond,inv(r),inv,r,cv,range,1,identity,eca45b302e89,True,f003226,True,3.79086562012119,True
sn_i_bond|inv(r)|within=cv|across=site_cv,A,sn_i_bond,inv(r),inv,r,cv,site_cv,1,identity,6f6f8cb9143e,True,f003227,True,1.65499963033448,True
sn_i_bond|inv(r)|within=normalized_range|across=mean,A,sn_i_bond,inv(r),inv,r,normalized_range,mean,1,identity,96679654dc77,True,f003228,True,1.61318785208737,True
sn_i_bond|inv(r)|within=normalized_range|across=median,A,sn_i_bond,inv(r),inv,r,normalized_range,median,1,identity,bdf4c71a7086,True,f003229,True,1.69753581055395,True
sn_i_bond|inv(r)|within=normalized_range|across=max,A,sn_i_bond,inv(r),inv,r,normalized_range,max,1,identity,16d31c51843e,True,f003230,True,0.89405668791598,True
sn_i_bond|inv(r)|within=normalized_range|across=range,A,sn_i_bond,inv(r),inv,r,normalized_range,range,1,identity,2077ea394b1a,True,f003231,True,3.95259211827416,True
sn_i_bond|inv(r)|within=normalized_range|across=site_cv,A,sn_i_bond,inv(r),inv,r,normalized_range,site_cv,1,identity,ec5b78b50149,True,f003232,True,2.29259120249732,True
sn_i_bond|inv(r)|within=iqr|across=site_cv,A,sn_i_bond,inv(r),inv,r,iqr,site_cv,1,identity,632ec354e1d5,True,f003242,True,3.26236815565736,True
sn_i_bond|inv(r)|within=top2_deviation|across=site_cv,A,sn_i_bond,inv(r),inv,r,top2_deviation,site_cv,1,identity,7dbae7adbcb5,True,f003257,True,2.33233614721685,True
sn_i_bond|sq(r)|within=sd|across=site_cv,A,sn_i_bond,sq(r),sq,r,sd,site_cv,1,identity,3625b8dec9c8,True,f003267,True,1.70764977245773,True
sn_i_bond|sq(r)|within=cv|across=mean,A,sn_i_bond,sq(r),sq,r,cv,mean,1,identity,25085135a00b,True,f003268,True,2.2018566815105,True
sn_i_bond|sq(r)|within=cv|across=median,A,sn_i_bond,sq(r),sq,r,cv,median,1,identity,468f9a9c32b3,True,f003269,True,2.1941893462304,True
sn_i_bond|sq(r)|within=cv|across=max,A,sn_i_bond,sq(r),sq,r,cv,max,1,identity,bd80e242f68f,True,f003270,True,1.59484683670679,True
sn_i_bond|sq(r)|within=cv|across=range,A,sn_i_bond,sq(r),sq,r,cv,range,1,identity,386865f43c4d,True,f003271,True,3.96402769022675,True
sn_i_bond|sq(r)|within=cv|across=site_cv,A,sn_i_bond,sq(r),sq,r,cv,site_cv,1,identity,e6b5321ee1b7,True,f003272,True,1.71260363886524,True
sn_i_bond|sq(r)|within=normalized_range|across=mean,A,sn_i_bond,sq(r),sq,r,normalized_range,mean,1,identity,f9ebbb6492d7,True,f003273,True,1.53552760570153,True
sn_i_bond|sq(r)|within=normalized_range|across=median,A,sn_i_bond,sq(r),sq,r,normalized_range,median,1,identity,b0593d062b9f,True,f003274,True,1.61607091383801,True
sn_i_bond|sq(r)|within=normalized_range|across=max,A,sn_i_bond,sq(r),sq,r,normalized_range,max,1,identity,660238c3c5d0,True,f003275,True,0.874699634452905,True
sn_i_bond|sq(r)|within=normalized_range|across=range,A,sn_i_bond,sq(r),sq,r,normalized_range,range,1,identity,f7f0536c830a,True,f003276,True,4.14976070615327,True
sn_i_bond|sq(r)|within=normalized_range|across=site_cv,A,sn_i_bond,sq(r),sq,r,normalized_range,site_cv,1,identity,d62e9d3ba7bd,True,f003277,True,2.31278579146747,True
sn_i_bond|sq(r)|within=iqr|across=site_cv,A,sn_i_bond,sq(r),sq,r,iqr,site_cv,1,identity,41c3815ae9ad,True,f003287,True,3.10028889104869,True
sn_i_bond|sq(r)|within=top2_deviation|across=site_cv,A,sn_i_bond,sq(r),sq,r,top2_deviation,site_cv,1,identity,12df418dd521,True,f003302,True,2.34744511037744,True
sn_i_bond|sqrt(r)|within=sd|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,sd,site_cv,1,identity,de04e04782f6,True,f003312,True,1.68265147371329,True
sn_i_bond|sqrt(r)|within=cv|across=mean,A,sn_i_bond,sqrt(r),sqrt,r,cv,mean,1,identity,5d61ea450d01,True,f003313,True,2.21319708683911,True
sn_i_bond|sqrt(r)|within=cv|across=median,A,sn_i_bond,sqrt(r),sqrt,r,cv,median,1,identity,143aef19badf,True,f003314,True,2.20441530473996,True
sn_i_bond|sqrt(r)|within=cv|across=max,A,sn_i_bond,sqrt(r),sqrt,r,cv,max,1,identity,d2d47809926b,True,f003315,True,1.63067314994709,True
sn_i_bond|sqrt(r)|within=cv|across=range,A,sn_i_bond,sqrt(r),sqrt,r,cv,range,1,identity,7883664dfb06,True,f003316,True,3.8779875742933,True
sn_i_bond|sqrt(r)|within=cv|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,cv,site_cv,1,identity,0b0030f79a56,True,f003317,True,1.68403200876409,True
sn_i_bond|sqrt(r)|within=normalized_range|across=mean,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,mean,1,identity,04fc16433409,True,f003318,True,1.57387701857847,True
sn_i_bond|sqrt(r)|within=normalized_range|across=median,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,median,1,identity,68535fea3184,True,f003319,True,1.65631364519787,True
sn_i_bond|sqrt(r)|within=normalized_range|across=max,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,max,1,identity,6affdce4b9bd,True,f003320,True,0.884475603566198,True
sn_i_bond|sqrt(r)|within=normalized_range|across=range,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,range,1,identity,15875c720b16,True,f003321,True,4.0279935090912,True
sn_i_bond|sqrt(r)|within=normalized_range|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,normalized_range,site_cv,1,identity,c6ec7b519547,True,f003322,True,2.30281766796614,True
sn_i_bond|sqrt(r)|within=iqr|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,iqr,site_cv,1,identity,e0911fe5816a,True,f003332,True,3.1812474223137,True
sn_i_bond|sqrt(r)|within=top2_deviation|across=site_cv,A,sn_i_bond,sqrt(r),sqrt,r,top2_deviation,site_cv,1,identity,0abcb3b334c0,True,f003347,True,2.33964714606835,True
"sn_i_bond|mult(d,h)|within=sd|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,sd,site_cv,1,identity,66cf357a4205,True,f009597,True,0.943114970445837,True
"sn_i_bond|mult(d,h)|within=cv|across=mean",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,mean,1,identity,29d0d96e2350,True,f009598,True,0.45058437619052,True
"sn_i_bond|mult(d,h)|within=cv|across=median",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,median,1,identity,ccdfb0000181,True,f009599,True,0.450558965532866,True
"sn_i_bond|mult(d,h)|within=cv|across=max",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,max,1,identity,2c6aa08ce87a,True,f009600,True,1.08047347320968,True
"sn_i_bond|mult(d,h)|within=cv|across=range",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,range,1,identity,ea89741c1c82,True,f009601,True,2.28360295190735,True
"sn_i_bond|mult(d,h)|within=cv|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,cv,site_cv,1,identity,490becfba10d,True,f009602,True,0.974362145850658,True
"sn_i_bond|mult(d,h)|within=normalized_range|across=mean",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,mean,1,identity,265fbda61d64,True,f009603,True,1.20149591380936,True
"sn_i_bond|mult(d,h)|within=normalized_range|across=median",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,median,1,identity,dad8c5e2cfda,True,f009604,True,1.2013840813866,True
"sn_i_bond|mult(d,h)|within=normalized_range|across=max",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,max,1,identity,05fcc0850e8f,True,f009605,True,1.03765140884305,True
"sn_i_bond|mult(d,h)|within=normalized_range|across=range",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,range,1,identity,b288bf17fc11,True,f009606,True,1.84691585196407,True
"sn_i_bond|mult(d,h)|within=normalized_range|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,normalized_range,site_cv,1,identity,7448dfdbaaee,True,f009607,True,0.977637190765415,True
"sn_i_bond|mult(d,h)|within=mad|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,mad,site_cv,1,identity,ba62d21790f8,True,f009612,True,3.665640442999,True
"sn_i_bond|mult(d,h)|within=iqr|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,iqr,site_cv,1,identity,c2c69d1d1893,True,f009617,True,1.30420915773733,True
"sn_i_bond|mult(d,h)|within=min|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,min,site_cv,1,identity,ed393b667181,True,f009622,True,3.90470740601894,True
"sn_i_bond|mult(d,h)|within=max|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,max,site_cv,1,identity,c39dc84867fa,True,f009627,True,1.88592231940575,True
"sn_i_bond|mult(d,h)|within=top2_deviation|across=site_cv",A,sn_i_bond,"mult(d,h)",mult,d+h,top2_deviation,site_cv,1,identity,f42d719636e2,True,f009632,True,0.429883777494546,True
"sn_i_bond|add(d,r)|within=mean|across=site_cv",A,sn_i_bond,"add(d,r)",add,d+r,mean,site_cv,1,identity,b21c878b60de,True,f010627,True,1.55453985195225,True
"sn_i_bond|add(d,r)|within=sd|across=site_cv",A,sn_i_bond,"add(d,r)",add,d+r,sd,site_cv,1,identity,95a2dc4564d6,True,f010632,True,0.111803395922097,True
"sn_i_bond|add(d,r)|within=cv|across=mean",A,sn_i_bond,"add(d,r)",add,d+r,cv,mean,1,identity,cf5cbefafa43,True,f010633,True,0.181605435787503,True
"sn_i_bond|add(d,r)|within=cv|across=median",A,sn_i_bond,"add(d,r)",add,d+r,cv,median,1,identity,f9f1b1f43330,True,f010634,True,0.179884236417249,True
"sn_i_bond|add(d,r)|within=cv|across=max",A,sn_i_bond,"add(d,r)",add,d+r,cv,max,1,identity,64e275590d8e,True,f010635,True,0.138421070864465,True
"sn_i_bond|add(d,r)|within=cv|across=range",A,sn_i_bond,"add(d,r)",add,d+r,cv,range,1,identity,68e3540ba282,True,f010636,True,0.233528742321971,True
"sn_i_bond|add(d,r)|within=cv|across=site_cv",A,sn_i_bond,"add(d,r)",add,d+r,cv,site_cv,1,identity,b8aeec10d241,True,f010637,True,0.112060488251133,True
"sn_i_bond|add(d,r)|within=normalized_range|across=mean",A,sn_i_bond,"add(d,r)",add,d+r,normalized_range,mean,1,identity,ad8a1d162a01,True,f010638,True,0.188770917944525,True
"sn_i_bond|add(d,r)|within=normalized_range|across=median",A,sn_i_bond,"add(d,r)",add,d+r,normalized_range,median,1,identity,53606f6f61d8,True,f010639,True,0.188754849373958,True
"sn_i_bond|add(d,r)|within=normalized_range|across=max",A,sn_i_bond,"add(d,r)",add,d+r,normalized_range,max,1,identity,0e026ac51079,True,f010640,True,0.156879997858599,True
"sn_i_bond|add(d,r)|within=normalized_range|across=range",A,sn_i_bond,"add(d,r)",add,d+r,normalized_range,range,1,identity,901bff30c5fb,True,f010641,True,0.222835203351483,True
"sn_i_bond|add(d,r)|within=normalized_range|across=site_cv",A,sn_i_bond,"add(d,r)",add,d+r,normalized_range,site_cv,1,identity,ee97b50ea1ec,True,f010642,True,0.138732234525229,True
"sn_i_bond|add(d,r)|within=mad|across=site_cv",A,sn_i_bond,"add(d,r)",add,d+r,mad,site_cv,1,identity,6945623fe98a,True,f010647,True,0.840952375034907,True
"sn_i_bond|add(d,r)|within=iqr|across=site_cv",A,sn_i_bond,"add(d,r)",add,d+r,iqr,site_cv,1,identity,36ff24aa36ff,True,f010652,True,0.151246490799392,True
"sn_i_bond|add(d,r)|within=min|across=site_cv",A,sn_i_bond,"add(d,r)",add,d+r,min,site_cv,1,identity,1c8ae8b8622e,True,f010657,True,0.321250922491305,True
"sn_i_bond|add(d,r)|within=max|across=site_cv",A,sn_i_bond,"add(d,r)",add,d+r,max,site_cv,1,identity,462c339b3f32,True,f010662,True,0.266634972241922,True
"sn_i_bond|add(d,r)|within=top2_deviation|across=site_cv",A,sn_i_bond,"add(d,r)",add,d+r,top2_deviation,site_cv,1,identity,cbe5a0049216,True,f010667,True,0.151532502526424,True
"sn_i_bond|sub(d,r)|within=mean|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,mean,site_cv,1,identity,f8475db63570,True,f010672,True,1.66448089898553,True
"sn_i_bond|sub(d,r)|within=sd|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,sd,site_cv,1,identity,87732b130b51,True,f010677,True,0.132565050941675,True
"sn_i_bond|sub(d,r)|within=cv|across=mean",A,sn_i_bond,"sub(d,r)",sub,d+r,cv,mean,1,identity,913ef2c197b4,True,f010678,True,0.214318738580792,True
"sn_i_bond|sub(d,r)|within=cv|across=median",A,sn_i_bond,"sub(d,r)",sub,d+r,cv,median,1,identity,94c6588e1f84,True,f010679,True,0.212365246230111,True
"sn_i_bond|sub(d,r)|within=cv|across=max",A,sn_i_bond,"sub(d,r)",sub,d+r,cv,max,1,identity,74505c3a4091,True,f010680,True,0.163018335090655,True
"sn_i_bond|sub(d,r)|within=cv|across=range",A,sn_i_bond,"sub(d,r)",sub,d+r,cv,range,1,identity,fe4e3df84d1a,True,f010681,True,0.272665269784739,True
"sn_i_bond|sub(d,r)|within=cv|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,cv,site_cv,1,identity,139a9ba8bec1,True,f010682,True,0.132982528826638,True
"sn_i_bond|sub(d,r)|within=normalized_range|across=mean",A,sn_i_bond,"sub(d,r)",sub,d+r,normalized_range,mean,1,identity,a0af7c46f784,True,f010683,True,0.216707285187619,True
"sn_i_bond|sub(d,r)|within=normalized_range|across=median",A,sn_i_bond,"sub(d,r)",sub,d+r,normalized_range,median,1,identity,8aece8a07d71,True,f010684,True,0.216710773884305,True
"sn_i_bond|sub(d,r)|within=normalized_range|across=max",A,sn_i_bond,"sub(d,r)",sub,d+r,normalized_range,max,1,identity,d982ac9ff74e,True,f010685,True,0.178320741034758,True
"sn_i_bond|sub(d,r)|within=normalized_range|across=range",A,sn_i_bond,"sub(d,r)",sub,d+r,normalized_range,range,1,identity,a3498db83eb6,True,f010686,True,0.255224767897737,True
"sn_i_bond|sub(d,r)|within=normalized_range|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,normalized_range,site_cv,1,identity,6ee99444091a,True,f010687,True,0.163955259177216,True
"sn_i_bond|sub(d,r)|within=mad|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,mad,site_cv,1,identity,15bc51187fe6,True,f010692,True,1.39663056610082,True
"sn_i_bond|sub(d,r)|within=iqr|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,iqr,site_cv,1,identity,a7adc9bf8e51,True,f010697,True,0.169859771364091,True
"sn_i_bond|sub(d,r)|within=min|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,min,site_cv,1,identity,e9d2beeeab3a,True,f010702,True,0.370645922267785,True
"sn_i_bond|sub(d,r)|within=max|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,max,site_cv,1,identity,01bdfffbb4ba,True,f010707,True,0.305533105634257,True
"sn_i_bond|sub(d,r)|within=top2_deviation|across=site_cv",A,sn_i_bond,"sub(d,r)",sub,d+r,top2_deviation,site_cv,1,identity,89cb32b2f3a0,True,f010712,True,0.181027264986797,True
"sn_i_bond|mult(d,r)|within=mean|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,mean,site_cv,1,identity,95df64f83d43,True,f010717,True,4.93287907577542,True
"sn_i_bond|mult(d,r)|within=sd|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,sd,site_cv,1,identity,6c952f74980c,True,f010722,True,0.344018673667488,True
"sn_i_bond|mult(d,r)|within=cv|across=mean",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,mean,1,identity,4649e5bc18b1,True,f010723,True,0.537255211376641,True
"sn_i_bond|mult(d,r)|within=cv|across=median",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,median,1,identity,213436f0807f,True,f010724,True,0.531734174211799,True
"sn_i_bond|mult(d,r)|within=cv|across=max",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,max,1,identity,eaf5db3ce8d2,True,f010725,True,0.382826747092293,True
"sn_i_bond|mult(d,r)|within=cv|across=range",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,range,1,identity,f8c3ba6e9d6b,True,f010726,True,0.7392484514102,True
"sn_i_bond|mult(d,r)|within=cv|across=site_cv",A,sn_i_bond,"mult(d,r)",mult,d+r,cv,site_cv,1,identity,5e15a7cdb2d9,True,f010727,True,0.344630743501408,True
